CodigoRadioCensal,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Total
820841412,54,39,28,25,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,155
820841501,231,161,64,82,23,7,1,0,0,0,0,0,0,0,0,0,0,0,0,569
820841502,76,84,45,28,15,4,3,0,2,0,0,0,0,0,0,0,0,0,0,257
820841503,117,107,54,34,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,335
820841504,129,98,78,49,22,3,1,0,1,1,0,0,0,0,0,0,0,0,0,382
820841505,66,68,53,47,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,252
820841506,107,95,54,36,11,7,2,0,0,0,0,0,0,0,0,0,0,0,0,312
820841507,85,94,68,73,27,11,5,2,2,0,0,0,0,0,0,0,0,0,0,367
820841508,172,124,99,90,21,4,0,2,0,0,0,0,0,0,0,0,0,0,0,512
820841509,47,39,15,19,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,131
820841510,44,46,27,19,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,150
820841511,73,78,49,50,28,4,2,3,0,1,0,0,0,0,0,0,0,0,0,288
820841512,122,52,23,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214
820841513,104,80,46,37,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,287
820841601,109,75,40,17,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,245
820841602,101,70,41,19,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,242
820841603,113,90,44,26,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,287
820841604,119,115,72,34,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,354
820841605,86,67,33,24,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,217
820841606,123,79,35,26,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,275
820841607,169,79,34,14,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,301
820841608,154,84,36,32,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,317
820841609,131,58,33,24,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,255
820841610,110,58,22,19,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,219
820841611,109,84,40,32,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,277
820841612,74,63,27,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,176
820841613,87,45,29,11,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,175
820841614,91,53,32,16,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,200
820841615,94,50,36,25,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,212
820841616,96,87,40,29,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,270
820841617,124,65,35,21,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,250
820841618,86,77,25,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
820841619,168,66,37,18,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,296
820841620,123,86,46,24,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,288
820841621,91,50,30,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,189
820841622,99,50,19,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,184
820841701,102,62,33,21,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,230
820841702,122,71,31,26,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,260
820841703,144,93,42,32,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,319
820841704,135,101,47,33,8,1,1,2,1,0,0,1,0,0,0,0,0,0,0,330
820841705,82,72,40,33,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,236
820841706,76,54,28,23,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190
820841707,134,104,52,31,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,331
820841708,142,72,27,22,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,275
820841709,115,64,28,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,232
820841710,147,91,47,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,314
820841711,163,102,35,24,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,328
820841712,109,80,42,16,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,257
820841713,108,45,14,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
820841714,140,59,17,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,231
820841715,54,21,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
820841716,94,64,39,16,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,221
820841717,93,54,42,35,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,236
820841718,132,92,33,16,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,284
820841719,154,124,46,38,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,370
820841720,57,41,28,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,140
820841721,90,50,8,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
820841722,117,46,21,14,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,206
820841723,148,86,42,18,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,308
820841724,221,74,20,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,324
820841725,153,67,26,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,265
820841726,139,63,18,8,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,232
820841727,134,53,17,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215
820841801,77,33,28,13,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,155
820841802,107,51,23,24,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,210
820841803,154,75,34,32,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,301
820841804,161,83,50,40,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,347
820841805,247,112,56,33,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,465
820841806,161,96,44,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,332
820841807,242,122,57,45,12,7,3,0,0,0,0,1,0,0,0,0,0,0,0,489
820841808,181,105,53,26,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,370
820841809,145,90,38,20,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,299
820841810,91,70,33,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
820841811,177,101,45,26,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,360
820841812,97,57,34,14,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,208
820841813,171,94,34,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,327
820841814,169,87,33,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,317
820841815,131,68,29,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260
820841816,87,62,24,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
820841817,76,49,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
820841818,128,85,36,35,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,294
820841819,95,49,32,20,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,204
820841820,110,78,26,30,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,252
820841821,126,49,27,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209
820841822,83,61,23,14,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,192
820841823,163,87,38,28,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,330
820841824,93,40,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
820841901,254,131,56,39,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,494
820841902,133,81,52,47,14,9,3,1,0,0,0,0,0,0,0,0,0,0,0,340
820841903,257,128,64,48,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,508
820841904,131,86,49,34,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,320
820841905,110,69,55,28,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,270
820841906,172,83,36,29,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,329
820841907,152,73,38,33,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,304
820841908,72,39,24,19,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,163
820841909,195,79,29,18,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,329
820841910,99,59,14,14,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,191
820841911,107,55,20,9,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,198
820841912,220,92,51,35,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,413
820841913,82,49,22,23,7,4,1,3,0,0,0,0,0,0,0,0,0,0,0,191
820841914,124,52,23,16,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,219
820841915,120,73,37,42,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,287
820841916,103,87,60,34,11,6,2,0,0,0,0,0,0,0,1,0,0,0,0,304
820841917,203,86,45,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367
820841918,168,82,23,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,292
820841919,121,47,32,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,219
820841920,176,60,31,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
820841921,151,60,33,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,268
820841922,51,32,19,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,118
820841923,101,76,38,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,233
820841924,111,73,34,44,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,277
820841925,124,95,25,23,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,279
820841926,188,115,46,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,381
820841927,134,68,18,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,246
820841928,98,43,21,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
820841929,123,63,24,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
820841930,129,96,41,30,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,308
820842001,60,53,19,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,149
820842002,61,43,19,15,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,144
820842003,253,155,62,43,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,528
820842004,145,74,39,17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,281
820842005,170,101,49,30,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,363
820842006,162,71,28,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,284
820842007,150,96,65,29,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,348
820842008,155,58,25,21,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,269
820842009,174,105,50,24,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,363
820842010,140,78,27,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,263
820842011,123,97,44,26,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,294
820842012,130,102,42,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
820842013,164,102,44,38,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,359
820842014,148,91,45,26,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,320
820842015,89,57,19,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,184
820842016,70,54,25,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
820842017,46,48,22,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
820842018,141,77,21,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
820842019,122,65,28,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,234
820842101,108,93,36,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
820842102,100,40,8,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163
820842103,198,106,49,24,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,388
820842104,220,135,73,49,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,490
820842105,121,74,33,26,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,265
820842106,18,19,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
820842107,65,46,30,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,162
820842108,210,134,46,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431
820842109,177,79,37,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332
820842110,120,85,55,18,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,288
820842111,108,78,37,19,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,250
820842112,79,63,22,15,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,186
820842113,43,31,20,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
820842114,228,130,61,50,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,485
820842115,103,65,26,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
820842116,58,41,21,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138
820842117,135,44,21,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
820842118,72,57,21,16,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172
820842119,112,73,35,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,245
820842120,121,49,11,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,188
820842121,126,59,25,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
820842201,124,96,44,24,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,300
820842202,167,73,27,19,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,294
820842203,112,78,28,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
820842204,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
820842205,162,117,48,44,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,382
820842206,155,121,62,42,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,395
820842207,102,57,22,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
820842208,179,104,43,34,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,367
820842209,210,77,38,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,356
820842210,221,113,58,32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,428
820842211,73,71,32,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
820842212,239,142,38,39,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,471
820842213,140,81,18,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
820842214,127,54,30,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,233
820842215,76,74,26,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
820842216,81,39,21,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
820842301,143,109,52,38,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350
820842302,132,82,49,25,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,299
820842303,169,105,46,35,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,366
820842304,148,83,33,22,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,297
820842305,138,96,58,41,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,345
820842306,120,80,29,20,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,259
820842307,242,150,49,29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,476
820842308,215,125,53,29,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,427
820842309,125,61,19,19,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,229
820842310,146,87,31,18,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,287
820842311,121,102,27,20,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,276
820842312,254,136,49,33,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,482
820842313,207,128,48,33,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,422
820842314,236,135,56,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455
820842315,148,103,42,23,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,323
820842316,123,100,47,46,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,331
820842317,79,49,40,35,16,6,0,0,1,0,0,0,0,0,0,0,0,0,0,226
820842318,117,90,43,30,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,291
820842319,126,85,35,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
820842320,108,86,39,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
820842321,98,73,44,27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,248
820842322,155,88,41,34,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,326
820842323,137,85,55,36,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,322
820842324,111,69,27,24,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,240
820842325,138,61,22,20,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,250
820842326,72,51,28,18,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,183
820842401,115,90,45,23,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,280
820842402,192,112,43,36,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,392
820842403,95,71,31,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
820842404,87,60,29,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,201
820842405,224,95,31,22,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,380
820842406,197,108,41,20,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,372
820842407,140,60,27,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,246
820842408,105,94,42,25,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,274
820842409,339,152,49,32,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,579
820842410,85,54,33,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
820842411,119,72,36,15,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,247
820842412,167,114,51,32,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,378
820842413,101,51,29,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195
820842414,97,75,31,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,225
820842415,169,85,44,24,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,335
820842416,155,111,44,37,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,360
820842417,77,58,34,40,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,221
820842418,164,90,38,14,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,311
820842419,116,87,30,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,256
820842420,165,72,22,19,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,284
820842421,63,52,17,19,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,154
820842422,68,28,12,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,124
820842423,110,61,40,32,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,258
820842501,104,102,46,23,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,285
820842502,104,67,48,24,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,257
820842503,97,63,22,14,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,203
820842504,60,30,20,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125
820842505,121,79,31,35,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274
820842506,154,87,44,40,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,336
820842507,146,92,32,21,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,298
820842508,154,95,56,26,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,341
820842509,127,90,70,41,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,350
820842510,64,55,20,15,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,163
820842511,121,69,37,24,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,262
820842512,265,148,60,19,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,503
820842513,122,95,46,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302
820842514,56,30,12,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105
820842515,141,55,35,17,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,254
820842516,42,28,5,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89
820842601,167,115,41,23,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,357
820842602,164,105,49,18,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,344
820842603,173,116,60,35,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,402
820842604,98,33,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
820842605,150,79,45,18,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,298
820842606,176,103,58,24,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,377
820842607,152,43,18,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,229
820842608,168,114,56,31,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,383
820842609,108,57,18,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,202
820842610,235,130,39,23,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,437
820842611,197,91,31,20,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,347
820842612,123,70,26,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
820842613,174,77,30,16,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,302
820842614,150,86,42,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,300
820842615,162,73,28,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283
820842616,107,53,26,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
820842617,141,81,49,29,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,318
820842618,183,90,49,22,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,347
820842619,106,66,21,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215
820842620,150,82,35,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302
820842621,168,79,40,21,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,315
820842622,202,136,75,32,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,455
820842623,123,84,50,26,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,288
820842624,166,76,42,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,306
820842625,85,62,27,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,192
820842626,114,77,39,29,20,7,3,0,1,0,0,0,0,0,0,0,0,0,0,290
820842627,73,43,28,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,162
820842628,62,42,22,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139
820842629,120,85,49,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
820842630,95,67,16,11,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,197
820842701,139,78,36,30,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,296
820842702,151,92,37,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
820842703,78,49,28,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
820842704,115,59,30,27,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,242
820842705,94,64,24,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,205
820842706,87,43,27,18,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,183
820842707,162,106,36,46,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,361
820842708,158,111,33,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
820842709,69,33,16,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,134
820842710,76,55,21,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180
820842711,113,51,15,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,193
820842712,132,71,24,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242
820842713,112,73,31,35,5,9,3,1,0,0,0,0,0,0,0,0,0,0,0,269
820842714,83,48,28,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,178
820842715,98,73,34,22,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,234
820842716,65,48,22,23,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,169
820842717,70,40,13,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140
820842718,86,49,21,27,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,188
820842719,106,63,23,24,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,224
820842720,127,67,31,25,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,257
820842721,146,73,40,25,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,298
820842722,148,66,27,17,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,264
820842723,141,59,26,23,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,263
820842724,96,50,35,20,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,208
820842725,53,34,20,11,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,123
820842726,71,49,13,17,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,154
820842727,82,56,25,12,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,180
820842728,56,31,18,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
820842729,96,70,21,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,208
820842730,58,52,13,9,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,142
820842731,58,40,18,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137
820842801,73,64,32,17,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196
820842802,66,36,16,17,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143
820842803,204,103,31,28,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,375
820842804,160,95,45,25,10,5,2,1,1,1,0,0,0,0,0,0,0,0,0,345
820842805,54,42,17,11,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,132
820842806,18,8,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
820842807,220,128,48,29,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,435
820842808,74,38,16,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142
820842809,184,111,31,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342
820842810,150,66,30,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,255
820842811,175,90,43,22,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,334
820842812,142,77,33,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
820842813,151,90,35,17,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,299
820842814,150,76,24,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
820842815,169,64,29,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,285
820842816,91,34,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
820842817,137,57,37,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
820842818,121,71,24,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,243
